"","legislator_id","legislator_status","legislator_name","legislator_cham_name","legislator_photo_url","legislator_gender","legislator_state","legislator_party","legislator_cabinet","legislator_building_address","legislator_telephone_number","legislator_email","legislator_comissions"
"481","204562","Titular","EDILAZIO GOMES DA SILVA JUNIOR","EDILÁZIO JÚNIOR","http://www.camara.gov.br/internet/deputado/bandep/204562.jpg","masculino","MA","PSD","862","4","3215-5862","dep.edilaziojunior@camara.leg.br",""
"482","204563","Titular","JOSIMAR CUNHA RODRIGUES","JOSIMAR MARANHÃOZINHO","http://www.camara.gov.br/internet/deputado/bandep/204563.jpg","masculino","MA","PR","715","4","3215-5715","dep.josimarmaranhaozinho@camara.leg.br",""
"483","204564","Titular","ANDERSON MACHADO DE JESUS","IGOR KANNÁRIO","http://www.camara.gov.br/internet/deputado/bandep/204564.jpg","masculino","BA","PHS","337","4","3215-5337","dep.igorkannario@camara.leg.br",""
"484","204565","Titular","DAYANE JAMILLE CARNEIRO DOS SANTOS PIMENTEL","PROFESSORA DAYANE PIMENTEL","http://www.camara.gov.br/internet/deputado/bandep/204565.jpg","feminino","BA","PSL","348","4","3215-5348","dep.professoradayanepimentel@camara.leg.br",""
"485","204566","Titular","ANTONIO DA CRUZ FILGUEIRA NETO","MARRECA FILHO","http://www.camara.gov.br/internet/deputado/bandep/204566.jpg","masculino","MA","PATRI","537","4","3215-5537","dep.marrecafilho@camara.leg.br",""
"486","204567","Titular","RAIMUNDO MAGALHÃES COSTA","RAIMUNDO COSTA","http://www.camara.gov.br/internet/deputado/bandep/204567.jpg","masculino","BA","PR","226","4","3215-5226","dep.raimundocosta@camara.leg.br",""
"487","81055","Titular","MÁRCIO JERRY SARAIVA BARROSO","MÁRCIO JERRY","http://www.camara.gov.br/internet/deputado/bandep/81055.jpg","masculino","MA","PCdoB","372","3","3215-5372","dep.marciojerry@camara.leg.br",""
"488","204569","Titular","PABLO OLIVA SOUZA","DELEGADO PABLO","http://www.camara.gov.br/internet/deputado/bandep/204569.jpg","masculino","AM","PSL","373","3","3215-5373","dep.delegadopablo@camara.leg.br",""
"489","204570","Titular","GILDENEMIR DE LIMA SOUSA","PASTOR GILDENEMYR","http://www.camara.gov.br/internet/deputado/bandep/204570.jpg","masculino","MA","PMN","660","4","3215-5660","dep.pastorgildenemyr@camara.leg.br",""
"490","204571","Titular","ALEX MARCO SANTANA SOUSA","ALEX SANTANA","http://www.camara.gov.br/internet/deputado/bandep/204571.jpg","masculino","BA","PDT","541","4","3215-5541","dep.alexsantana@camara.leg.br",""
"491","204572","Titular","ALBERTO BARROS CAVALCANTE NETO","CAPITÃO ALBERTO NETO","http://www.camara.gov.br/internet/deputado/bandep/204572.jpg","masculino","AM","PRB","933","4","3215-5933","dep.capitaoalbertoneto@camara.leg.br",""
"492","204573","Titular","OTTO ROBERTO MENDONÇA DE ALENCAR FILHO","OTTO ALENCAR FILHO","http://www.camara.gov.br/internet/deputado/bandep/204573.jpg","masculino","BA","PSD","444","4","3215-5444","dep.ottoalencarfilho@camara.leg.br",""
"493","197438","Titular","CARLOS TITO MARQUES CORDEIRO","TITO","http://www.camara.gov.br/internet/deputado/bandep/197438.jpg","masculino","BA","AVANTE","352","4","3215-5352","dep.tito@camara.leg.br",""
"494","204574","Titular","JOSE LOURENÇO BONFIM JUNIOR","JUNIOR LOURENÇO","http://www.camara.gov.br/internet/deputado/bandep/204574.jpg","masculino","MA","PR","513","4","3215-5513","dep.juniorlourenco@camara.leg.br",""
"495","204575","Titular","GILLIANO FRED NASCIMENTO CUTRIM","GIL CUTRIM","http://www.camara.gov.br/internet/deputado/bandep/204575.jpg","masculino","MA","PDT","385","3","3215-5385","dep.gilcutrim@camara.leg.br",""
"496","204576","Titular","JOÃO INÁCIO RIBEIRO ROMA NETO","JOÃO ROMA","http://www.camara.gov.br/internet/deputado/bandep/204576.jpg","masculino","BA","PRB","276","3","3215-5276","dep.joaoroma@camara.leg.br",""
"497","122974","Titular","PEDRO LUCAS ANDRADE FERNANDES RIBEIRO","PEDRO LUCAS FERNANDES","http://www.camara.gov.br/internet/deputado/bandep/122974.jpg","masculino","MA","PTB","814","4","3215-5814","dep.pedrolucasfernandes@camara.leg.br",""
"498","178948","Titular","CARLOS ALBERTO DE SOUSA ROSADO SEGUNDO","BETO ROSADO","http://www.camara.gov.br/internet/deputado/bandep/178948.jpg","masculino","RN","PP","840","4","3215-5840","dep.betorosado@camara.leg.br",""
"499","205476","Titular","CHARLES FERNANDES SILVEIRA SANTANA","CHARLES FERNANDES","http://www.camara.gov.br/internet/deputado/bandep/205476.jpg","masculino","BA","PSD","587","3","3215-5587","dep.charlesfernandes@camara.leg.br",""
"500","205548","Titular","DAVID MICHAEL DOS SANTOS MIRANDA","DAVID MIRANDA","http://www.camara.gov.br/internet/deputado/bandep/205548.jpg","masculino","RJ","PSOL","267","3","3215-5267","dep.davidmiranda@camara.leg.br",""
"501","205550","Titular","JORGE BRAZ DE OLIVEIRA","JORGE BRAZ","http://www.camara.gov.br/internet/deputado/bandep/205550.jpg","masculino","RJ","PRB","213","4","3215-5213","dep.jorgebraz@camara.leg.br",""
"502","205863","Suplente","MARCELO DE BRUM DA COSTA","MARCELO BRUM","http://www.camara.gov.br/internet/deputado/bandep/205863.jpg","masculino","RS","PSL","828","4","3215-5828","dep.marcelobrum@camara.leg.br",""
"503","178930","Suplente","EVANDRO ROGERIO ROMAN","EVANDRO ROMAN","http://www.camara.gov.br/internet/deputado/bandep/178930.jpg","masculino","PR","PSD","575","3","3215-5575","dep.evandroroman@camara.leg.br",""
"504","205865","Suplente","REINHOLD STEPHANES JUNIOR","REINHOLD STEPHANES JUNIOR","http://www.camara.gov.br/internet/deputado/bandep/205865.jpg","masculino","PR","PSD","221","4","3215-5221","dep.reinholdstephanesjunior@camara.leg.br",""
"505","73891","Suplente","DARCÍSIO PAULO PERONDI","DARCÍSIO PERONDI","http://www.camara.gov.br/internet/deputado/bandep/73891.jpg","masculino","RS","MDB","927","4","3215-5927","dep.darcisioperondi@camara.leg.br",""
"506","206231","Suplente","JOÃO BATISTA CONTI","TED CONTI","http://www.camara.gov.br/internet/deputado/bandep/206231.jpg","masculino","ES","PSB","839","4","3215-5839","dep.tedconti@camara.leg.br",""
"507","207176","Suplente","BEATRIZ ROSALIA RIBEIRO CAVASSA DE OLIVEIRA","BIA CAVASSA","http://www.camara.gov.br/internet/deputado/bandep/207176.jpg","feminino","MS","PSDB","448","4","3215-5448","dep.biacavassa@camara.leg.br",""
"508","207309","Suplente","ENEIAS JOSÉ DOS REIS","ENÉIAS REIS","http://www.camara.gov.br/internet/deputado/bandep/207309.jpg","masculino","MG","PSL","824","4","3215-5824","dep.eneiasreis@camara.leg.br",""
"509","90842","Suplente","RONALDO SANTINI","SANTINI","http://www.camara.gov.br/internet/deputado/bandep/90842.jpg","masculino","RS","PTB","228","4","3215-5228","dep.santini@camara.leg.br",""
"510","141552","Suplente","VALTENIR LUIZ PEREIRA","VALTENIR PEREIRA","http://www.camara.gov.br/internet/deputado/bandep/141552.jpg","masculino","MT","MDB","815","4","3215-5815","dep.valtenirpereira@camara.leg.br",""
"511","209189","Suplente","JOSEILDO RIBEIRO RAMOS","JOSEILDO RAMOS","http://www.camara.gov.br/internet/deputado/bandep/209189.jpg","masculino","BA","PT","642","4","3215-5642","dep.joseildoramos@camara.leg.br",""
"512","74574","Suplente","PAULO SÉRGIO PARANHOS DE MAGALHÃES","PAULO MAGALHÃES","http://www.camara.gov.br/internet/deputado/bandep/74574.jpg","masculino","BA","PSD","903","4","3215-5903","dep.paulomagalhaes@camara.leg.br",""
"513","74200","Suplente","GASTÃO DIAS VIEIRA","GASTÃO VIEIRA","http://www.camara.gov.br/internet/deputado/bandep/74200.jpg","masculino","MA","PROS","370","3","3215-5370","dep.gastaovieira@camara.leg.br",""
